Id,Title,Tag
18009,Leprechaun 2,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.Comedy|Horror"
17600,Spanking the Monkey,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.Comedy|Drama"
29444,S.F.W.,An alienated and misanthropic teenager gains sudden and unwanted celebrity status after he's taken hostage by terrorists where his indifference to their threats to kill him makes news headlines.Comedy|Drama
11212,Baby's Day Out,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.Action|Adventure|Comedy|Family"
16780,Texas Chainsaw Massacre: The Next Generation,"Everyone's favorite chainsaw-wielding psychopath, Leatherface, is back for more prom-night gore, and this time he's joined by his bloodthirsty family. Four stranded yet carefree teens are taken in by a backwoods family, clueless of their host family's grisly habits. The terrified youths, including sweet Jenny, try to escape from Leatherface and his crazed clan, including the bionic Vilmer.Comedy|Horror|Thriller"
11317,My Girl 2,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.Comedy|Drama|Family|Romance"
17585,Surviving the Game,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.Action|Adventure|Thriller|Crime
17745,Camp Nowhere,"Morris ""Mud"" Himmel has a problem. His parents desperately want to send him away to summer camp. He hates going to summer camp, and would do anything to get out of it. Talking to his friends, he realizes that they are all facing the same sentence: a boring summer camp. Together with his friends, he hatches a plan to trick all the parents into sending them to a camp of their own design.Comedy|Drama|Family"
8987,The River Wild,"While on a family vacation, Meryl Streep takes on a pair of armed killers (led by Kevin Bacon) while navigating a spectacularly violent river.Adventure|Action|Thriller|Crime"
46717,Intersection,"During a car accident, Vincent Eastman watches his whole life flash before his eyes, and he doesn't like what he sees. While maintaining the semblance of a marriage with his wife, Sally, Vincent has been carrying on with a mistress, Olivia. She's everything Sally isn't -- warm, passionate, carefree. So why can't he choose between the two, especially when his indecision is taking its toll on his daughter?Drama|Romance"
47504,Little Odessa,"The film follows the personal relationship between a father (Schell) and his two sons (Roth and Furlong), one of whom is a hit-man for the Russian mafia in Brooklyn.Drama|Action"
26261,Cops & Robbersons,"Hard-as-nails cop Jake Stone moves in with the Robbersons so he can watch a hitman who has moved in next door. The Hitman is one thing, but can you survive the Robberson family.Action|Comedy|Family"
11248,Fatherland,Fictional account of what might have happened if Hitler had won the war. It is now the 1960s and Germany's war crimes have so far been kept a secret. Hitler wants to talk peace with the US president. An American journalist and a German homicide cop stumble into a plot to destroy all evidence of the genocide.Drama|Thriller|Action
11592,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.Crime|Comedy|Thriller"
16297,With Honors,"Convinced he'll graduate with honors because of his thesis paper, a stuffy Harvard student finds his paper being held hostage by a homeless man, who might be the guy to school the young man in life.Comedy|Drama"
18885,3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.Adventure|Action|Comedy|Family"
10635,Threesome,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex.Comedy|Drama|Family|Romance"
25284,The Last Seduction,"Looking to escape her unhappy marriage, villainous femme fatale Bridget Gregory (Linda Fiorentino) convinces her husband, Clay (Bill Pullman), to sell cocaine, then steals the profits and runs out on him. She stops in a small town en route to Chicago, where she ensnares her next conquest, insurance man Mike Swale (Peter Berg). After getting a job at his insurance company, Bridget convinces Mike to run a scam -- but things take a deadly turn when she recruits him to help get rid of her husband.Thriller|Mystery|Romance"
24767,Iron Will,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.Adventure|Drama|Family"
21352,Andre,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.Drama|Family|Adventure"
41582,Monkey Trouble,"Dodger, a criminal monkey, belongs to a crooked street performer but escapes his life of crime only to end up in the arms of Eva, an innocent little girl whose mother has no idea that her daughter is harboring a fugitive.Comedy|Family"
43535,A Simple Twist of Fate,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart. He names her Matilda, and raises her, finding companionship and a new joy in life with his adopted daughter. But the secret of Matilda's birth may tear them apart.Drama|Family"
19855,The War,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.Drama
18069,8 Seconds,"This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.Drama|Romance"
20678,Blankman,"Darryl is a childlike man with a genius for inventing various gadgets out of junk. When he stumbles on a method to make his clothes bulletproof, he decides to use his skills to be the lowest budgeted superhero of all.Action|Adventure|Comedy"
35233,The Scout,"When his star recruit botches a Major League Baseball debut, humiliated talent scout Al Percolo (Albert Brooks) gets banished to rural Mexico, where he finds a potential gold mine in the arm of young phenom Steve Nebraska (Brendan Fraser). Soon, the Bronx Bombers put a $55 million contract on the table -- provided a psychiatrist (Dianne Wiest) can affirm Nebraska's mental stability. Watch for Yankees owner George Steinbrenner's cameo.Comedy|Drama"
25557,The Puppet Masters,"The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.Horror|Science Fiction|Thriller"
39466,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,"When Mothra went into outer space to stop a meteor from reaching Earth, she accidentally took with cells from Godzilla and remaining cells from Biollante that inhabited our atmosphere. The combined cells went through a black hole and created a new creature, Space Godzilla. Space Godzilla heads to Earth to confront Godzilla, Junior Godzilla, and the new G-Force robot, MOGERA.Action|Adventure|Horror|Science Fiction|Foreign"
56149,Bottle Rocket,"(The short film that inspired Wes Andersonâ€™s feature debut.) The banality of crime. Two young men, Dignan and Anthony, walk along talking about ""Starsky and Hutch."" They're on their way to burglarize a house. After, they go to a cafÃ©, play some pinball. They argue about the burglary and talk to their friend Bob about another scheme. They talk to a guy about buying a gun, just to intimidate. Anthony breaks into a car to steal a wallet. With Bob, they plan and stage a holdup and talk about it afterward at a burger stand: armed robbery for $183. They're pleased. The two pals race each other.Comedy|Crime"
34152,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.Comedy|Drama"
12635,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee).Drama|Music"
26564,Crumb,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.Documentary"
10448,Rapa Nui,Inter-tribal rivalry leads to a competition to erect a huge statue (moai) in record time before Make can take part in the race to retrieve the egg of a Sooty Tern. The reward for winning this race is to rule the island for one year.Adventure
37404,Hercules and the Amazon Women,"Hercules and Iolaus take time out from Iolaus' wedding preparations, to help a distant village under attack from ""monsters"". When they reach their destination, they find the monsters are in fact Amazonian women who are controlled by Hera.""Hercules and the Amazon Women"" is the first movie-length pilot episode of the television series Hercules: The Legendary Journeys.Action|Adventure|Fantasy|TV Movie"
11795,Guyver: Dark Hero,"Sean Barker became the unwilling host to an alien bio-armor known as the Guyver. A year ago he destroyed the Kronos Corporation, an organization of mutants who want the Guyver. Now he is trying to find why the Guyver unit forces him to fight and kill evil.Science Fiction"
18837,Macross Plus,"Three decades after the great war between the humans and the Zentradi, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft (Shinsei Industries' YF-19 &amp; General Galaxy's YF-21) for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program.Science Fiction|Action|Adventure|Animation"
35977,Pumpkinhead II: Blood Wings,Thrill-seeking teenagers resurrect a demon from his grave and a bloody rampage for revenge begins.Horror
48232,Twin Sitters,"An evil business executive (played by George Lazenby), is releasing dangerous toxins and the Barbarian Brothers set out to stop his evil work.Comedy|Family|Thriller"
38940,Men of War,"Nick Gunar is a burnt-out, jaded and hard-up former mercenary who is having a difficult time adjusting to civilian life. At the end of his rope, he is hired by the Nitro Mine Corporation to strong-arm the natives of a South China Sea island into giving up their rights to its valuable mineral resources. Nick loathes the thought of another mission, but this seemingly easy job will earn him enough money to get back with his estranged family. He recruits some of his former mercenary buddies to help him with the job. The island people refuse to give up their land and Nick decides to help them fight the greedy corporation that hired him. As greed and treachery begin to unravel, Nick's band of mercenaries choose sides.Action|Thriller"
10450,Il silenzio dei prosciutti,"The federal agent Joe Dee Foster is currently investigating a serial killer, helped by doctor Animal who is isolated in a maximum security jail.Thriller|Comedy"
41387,From Beijing with Love,"After a giant dinosaur skull is stolen, the head of the Chinese secret police decides to assign the case to the force's most incompetent reject: a rural butcher who stands around all day drinking martinis (shaken, not stirred). With a trunkload of insanely useless gadgets and a contact who constantly tries to kill him, the young agent must locate the skull and find out just what is going on here.Action|Comedy"
11010,Il Postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.Comedy|Drama|Romance
14237,Brainscan,A lonely teenage horror-movie fan discovers a mysterious computer game that uses hypnosis to custom-tailor the game into the most terrifying experience imaginable. When he emerges from the hypnotic trance he is horrified to find evidence that the brutal murder depicted in the game actually happened -- and he's the killer.Fantasy|Horror|Science Fiction
14425,PCU,"A high school senior visits college for the weekend, and stay at the wildest house on campus in this classic tale of anti-political-correctness.Comedy"
75834,Hercules in the Underworld,"When villagers begin disappearing it is discovered that they had fallen through a crack in the earth which goes straight to Hades. Hercules once again comes to the rescue and faces one of his most difficult challenges, and must prove himself as a man as well as a god. ""Hercules in the Underworld"" is the fourth made for TV movie in the series Hercules: The Legendary Journeys.Action|Adventure|Fantasy|TV Movie"
36614,The Sum of Us,"""The Sum of Us"" is an Aussie story about a father and a son both searching for love and sharing an unconventional bond. Harry, the father, is the caring and open-minded ""mate"" that borders on annoyance. His son Jeff unsuccessfully searches for love, with the unwanted guidance of his father.Comedy|Drama|Romance"
25645,Wing Chun,"Martial arts expert Wing Chun battles bandits in this magical film that provides as many laughs as it does wallops. Besides horse thieves, Wing Chun must deal with the men around her who simply can't handle a strong, independent woman. Ultimately, she must dish out ""lessons"" again and again and again until the respect for her remarkable skills is finally won.Action|Comedy|Romance|Foreign"
75826,Hercules and the Lost Kingdom,"Hercules comes to the aid of a young woman who is seeking the lost city of Troy. Eventually, Hercules leads her to a camp of refugees from the city, which has been taken over by Hera's Blue Priests. Hercules helps the refugees take back the city. ""Hercules and the Lost Kingdom"" is the second movie-length pilot episode of the television series Hercules: The Legendary Journeys.Action|Adventure|Fantasy|TV Movie"
10449,When a Man Loves a Woman,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior.Drama|Romance"
75822,Hercules and the Circle of Fire,"When all the earth's fire begins to go out, Hercules and Deianeira must go in search for fire to stop the world from cold.""Hercules and the Circle of Fire"" is the third movie-length pilot episode of the television series Hercules: The Legendary Journeys.Action|Adventure|Fantasy|TV Movie"
30114,Wagons East!,"After the 1860s Wild West, a group of misfit settlers including an ex-doctor Phil Taylor (Lewis), a prostitute Belle (Ellen Greene), and homosexual bookseller Julian (John C. McGinley) decide they cannot live in their current situation in the west so they hire a grizzled alcoholic wagon master by the name of James Harlow (Candy) to take them on a journey back to their hometowns in the East.Action|Adventure|Comedy|Western"
70811,Hercules in the Maze of the Minotaur,"Hercules has settled down with his wife and children, but misses the good old days traveling around having exciting adventures. Then one day he is persuaded out of his farming ""retirement"" to help a distant village which is being attacked by an unseen monster. ""Hercules in the Maze of the Minotaur"" is the fifth out of five made for TV movies in the series Hercules: The Legendary Journeys.Action|Adventure|Fantasy|TV Movie"
24428,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!Science Fiction|Action|Adventure"
52520,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.Fantasy|Action|Horror"
49026,The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.Action|Crime|Drama|Thriller"
68718,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.Drama|Western"
37724,Skyfall,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.Action|Adventure|Thriller"
49040,The Bourne Legacy,"The fourth installment of the highly successful Bourne series sidelines main character Jason Bourne in order to focus on a fellow estranged assassin Aaron Cross. The story centers on new CIA operative, Aaron Cross as he experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.Action|Thriller"
49051,The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.Adventure|Fantasy|Action"
70981,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.Science Fiction|Adventure|Mystery"
82693,Silver Linings Playbook,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.Drama|Comedy|Romance"
1930,The Amazing Spider-Man,"Peter Parker is an outcast high schooler was abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â€“ leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.Action|Adventure|Fantasy"
62177,Brave,"Brave is set in the mystical Scottish Highlands, where MÃ©rida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, MÃ©rida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, MÃ©rida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into MÃ©ridaâ€™s quest â€” and serving as comic relief â€” are the kingdomâ€™s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.Animation|Adventure|Comedy|Family|Action"
58595,Snow White and the Huntsman,"After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.Adventure|Fantasy|Drama"
64688,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.Action|Comedy|Crime"
87827,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.Adventure|Drama|Action"
57800,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.Animation|Comedy|Adventure|Family"
72105,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.Comedy|Fantasy"
75780,Jack Reacher,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.Crime|Drama|Thriller"
80278,Lo imposible,"In December 2004, close-knit family Maria (Naomi Watts), Henry (Ewan McGregor) and their three sons begin their winter vacation in Thailand. But the day after Christmas, the idyllic holiday turns into an incomprehensible nightmare when a terrifying roar rises from the depths of the sea, followed by a wall of black water that devours everything in its path. Though Maria and her family face their darkest hour, unexpected displays of kindness and courage ameliorate their terror.Drama"
82690,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.Family|Animation|Comedy|Adventure"
114150,Pitch Perfect,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.Comedy|Music|Romance"
41154,Men in Black 3,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.Action|Comedy|Science Fiction"
70160,The Hunger Games,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which â€œTributesâ€ must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If sheâ€™s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.Science Fiction|Adventure|Fantasy"
64635,Total Recall,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.Action|Science Fiction|Adventure|Thriller"
83542,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.Drama|Science Fiction"
76163,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.Action|Adventure|Thriller"
82675,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.Action|Thriller|Crime|Drama"
62213,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.Comedy|Fantasy
84892,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.Drama|Romance"
68734,Argo,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.Drama|Thriller"
71552,American Reunion,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasnâ€™t and that time and distance canâ€™t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stiflerâ€™s mom. Now these lifelong friends have come home as adults to reminisce about â€“ and get inspired by â€“ the hormonal teens who launched a comedy legend.Comedy"
77930,Magic Mike,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.Drama|Comedy"
22970,The Cabin in the Woods,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.Horror|Thriller"
81188,Rise of the Guardians,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.Fantasy|Animation|Family"
72570,The Vow,"Happy young married couple Paige (McAdams) and Leo (Tatum) are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.Drama|Romance"
72545,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.Adventure|Action|Science Fiction"
82390,The Paperboy,A reporter returns to his Florida hometown to investigate a case involving a death row inmate.Thriller
72387,Safe,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.Action|Crime|Thriller"
72331,Abraham Lincoln: Vampire Hunter,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.Action|Horror|Fantasy"
58244,Upside Down,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?Romance|Science Fiction|Drama|Fantasy"
123025,"Batman: The Dark Knight Returns, Part 1","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?Action|Animation"
73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.Animation|Family"
83666,Moonrise Kingdom,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore â€“ and the peaceful island community is turned upside down in more ways than anyone can handle.Comedy|Drama|Romance"
114478,Starship Troopers: Invasion,"A distant Federation outpost Fort Casey comes under attack by bugs. The team on the fast attack ship Alesia is assigned to help the Starship John A. Warden stationed in Fort Casey evacuate along with the survivors and bring military intelligence safely back to Earth. Carl Jenkins, now ministry of Paranormal Warfare, takes the starship on a clandestine mission before its rendezvous with the Alesia and goes missing in the nebula. Now, the battle-hardened troopers are charged with a rescue mission that may lead to a much more sinister consequence than they ever could have imagined....Animation|Action|Science Fiction"
49049,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isnâ€™t as easy as it seems in this explosive adaptation of the hugely popular comic series.Action|Science Fiction"
44833,Battleship,"When mankind beams a radio signal into space, a reply comes from â€˜Planet Gâ€™, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancÃ©e's father, Admiral Shane, expect of him.Thriller|Action|Adventure|Science Fiction"
80271,LOL,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.Drama|Comedy|Romance"
75258,Secret of the Wings,Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.Animation|Family|Fantasy|Adventure
59962,This Means War,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.Action|Comedy|Romance
82695,Les MisÃ©rables,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.Drama|Music|Romance"
